-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.96
-0.07,0.18,0.96
-0.06,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.06,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.96
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.06,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.06,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.06,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.96
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.06,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.06,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.06,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.06,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.06,0.18,0.97
-0.07,0.18,0.96
-0.06,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.96
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.06,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.06,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.06,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.96
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.06,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.06,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.06,0.18,0.97
-0.06,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.06,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.06,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.06,0.18,0.97
-0.06,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.06,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.06,0.18,0.97
-0.07,0.18,0.96
-0.06,0.18,0.97
-0.07,0.18,0.96
-0.06,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.06,0.18,0.97
-0.06,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.06,0.18,0.96
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.06,0.18,0.97
-0.06,0.18,0.97
-0.07,0.18,0.97
-0.06,0.18,0.97
-0.06,0.18,0.97
-0.06,0.18,0.97
-0.06,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.06,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.06,0.18,0.96
-0.06,0.18,0.96
-0.06,0.18,0.97
-0.06,0.18,0.96
-0.07,0.18,0.96
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.06,0.18,0.96
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.06,0.18,0.96
-0.06,0.18,0.97
-0.07,0.18,0.96
-0.06,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.06,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.06,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.06,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.06,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.06,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.06,0.18,0.97
-0.07,0.18,0.96
-0.06,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.06,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.06,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.06,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.06,0.18,0.96
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.96
-0.07,0.18,0.96
-0.07,0.18,0.97
-0.07,0.18,0.97
-0.07,0.18,0.97
